date,city,area,hour,season,temperature,day_of_week,is_weekend,load_shedding_hours
2023-01-09,Peshawar,Peshawar Saddar,7,Winter,7.0,Monday,0,4.84
2023-01-09,Peshawar,Peshawar Saddar,17,Winter,10.7,Monday,0,3.79
2023-01-10,Karachi,Lyari,21,Winter,16.5,Tuesday,0,6.68
2023-01-10,Peshawar,Gulbahar,23,Winter,16.4,Tuesday,0,2.83
2023-01-10,Quetta,Prince Road,20,Winter,13.0,Tuesday,0,7.26
2023-01-11,Islamabad,Bani Gala,5,Winter,9.4,Wednesday,0,0.89
2023-01-11,Lahore,Township,22,Winter,17.8,Wednesday,0,8.81
2023-01-11,Peshawar,Hayatabad,20,Winter,16.1,Wednesday,0,3.57
2023-01-11,Quetta,Hazara Town,11,Winter,7.0,Wednesday,0,6.5
2023-01-11,Quetta,Satellite Town Quetta,21,Winter,7.1,Wednesday,0,6.84
2023-01-12,Islamabad,F-10,19,Winter,11.7,Thursday,0,1.15
2023-01-12,Islamabad,F-8,20,Winter,13.2,Thursday,0,1.35
2023-01-12,Karachi,Saddar,18,Winter,15.6,Thursday,0,3.93
2023-01-12,Lahore,Wapda Town,12,Winter,16.1,Thursday,0,3.16
2023-01-12,Lahore,Model Town,13,Winter,14.2,Thursday,0,1.94
2023-01-12,Peshawar,Gulbahar,8,Winter,12.7,Thursday,0,5.27
2023-01-12,Peshawar,Warsak Road,23,Winter,13.3,Thursday,0,5.49
2023-01-12,Quetta,Zarghoon Road,14,Winter,11.1,Thursday,0,2.63
2023-01-12,Quetta,Quetta Cantt,14,Winter,6.8,Thursday,0,2.66
2023-01-13,Islamabad,F-10,13,Winter,11.6,Friday,0,0.82
2023-01-13,Karachi,Korangi,4,Winter,12.3,Friday,0,1.77
2023-01-13,Karachi,SITE Area,15,Winter,15.8,Friday,0,3.58
2023-01-13,Karachi,Saddar,18,Winter,16.7,Friday,0,4.07
2023-01-13,Lahore,Bahria Town Lahore,8,Winter,12.9,Friday,0,2.44
2023-01-13,Lahore,Johar Town,15,Winter,19.3,Friday,0,2.81
2023-01-13,Lahore,Bahria Town Lahore,18,Winter,12.8,Friday,0,3.27
2023-01-13,Quetta,Zarghoon Road,6,Winter,8.3,Friday,0,3.05
2023-01-14,Islamabad,G-11,14,Winter,12.0,Saturday,1,1.73
2023-01-14,Islamabad,G-11,16,Winter,10.2,Saturday,1,0.61
2023-01-14,Karachi,Clifton,20,Winter,13.7,Saturday,1,2.2
2023-01-14,Karachi,SITE Area,22,Winter,16.7,Saturday,1,5.5
2023-01-14,Lahore,Model Town,17,Winter,14.8,Saturday,1,1.68
2023-01-14,Lahore,Bahria Town Lahore,18,Winter,13.2,Saturday,1,2.08
2023-01-14,Lahore,Gulberg,21,Winter,11.7,Saturday,1,2.83
2023-01-14,Peshawar,Peshawar Cantt,6,Winter,17.7,Saturday,1,2.47
2023-01-14,Quetta,Quetta Cantt,1,Winter,9.6,Saturday,1,0.51
2023-01-14,Quetta,Nawa Killi,13,Winter,11.7,Saturday,1,5.93
2023-01-14,Quetta,Nawa Killi,14,Winter,7.6,Saturday,1,5.64
2023-01-15,Islamabad,Blue Area,1,Winter,8.6,Sunday,1,0.0
2023-01-15,Karachi,Nazimabad,3,Winter,15.5,Sunday,1,0.35
2023-01-15,Karachi,Korangi,7,Winter,12.5,Sunday,1,3.67
2023-01-15,Lahore,Samanabad,0,Winter,13.6,Sunday,1,1.21
2023-01-15,Quetta,Zarghoon Road,8,Winter,10.5,Sunday,1,2.51
2023-01-15,Quetta,Jinnah Town,10,Winter,11.6,Sunday,1,2.16
2023-01-15,Quetta,Prince Road,18,Winter,2.3,Sunday,1,5.83
2023-01-15,Quetta,Hazara Town,22,Winter,6.1,Sunday,1,9.55
2023-01-15,Quetta,Quetta Cantt,22,Winter,9.5,Sunday,1,2.97
2023-01-16,Islamabad,F-8,4,Winter,12.3,Monday,0,0.72
2023-01-16,Islamabad,Bahria Town Islamabad,9,Winter,9.2,Monday,0,1.23
2023-01-16,Lahore,Gulberg,12,Winter,14.7,Monday,0,1.79
2023-01-16,Peshawar,Hayatabad,10,Winter,9.2,Monday,0,2.46
2023-01-16,Quetta,Nawa Killi,10,Winter,5.4,Monday,0,6.74
2023-01-16,Quetta,Quetta Cantt,15,Winter,12.8,Monday,0,2.67
2023-01-17,Islamabad,F-8,3,Winter,13.1,Tuesday,0,0.48
2023-01-17,Islamabad,Blue Area,13,Winter,12.7,Tuesday,0,1.79
2023-01-17,Islamabad,Blue Area,23,Winter,6.8,Tuesday,0,1.3
2023-01-17,Karachi,Korangi,13,Winter,20.8,Tuesday,0,3.04
2023-01-17,Lahore,Lahore Cantt,1,Winter,10.6,Tuesday,0,1.56
2023-01-17,Peshawar,Karkhano Market,18,Winter,14.7,Tuesday,0,10.22
2023-01-18,Islamabad,F-8,11,Winter,8.2,Wednesday,0,0.53
2023-01-18,Karachi,Clifton,5,Winter,14.3,Wednesday,0,0.51
2023-01-18,Karachi,SITE Area,13,Winter,14.4,Wednesday,0,3.52
2023-01-18,Karachi,Orangi Town,15,Winter,12.1,Wednesday,0,4.11
2023-01-18,Karachi,Gulshan-e-Iqbal,18,Winter,18.9,Wednesday,0,3.69
2023-01-18,Lahore,Allama Iqbal Town,2,Winter,15.6,Wednesday,0,2.13
2023-01-18,Lahore,Township,17,Winter,15.3,Wednesday,0,4.77
2023-01-18,Lahore,Wapda Town,18,Winter,9.6,Wednesday,0,5.78
2023-01-18,Peshawar,Dalazak Road,19,Winter,12.3,Wednesday,0,9.3
2023-01-18,Quetta,Hazara Town,15,Winter,6.9,Wednesday,0,6.22
2023-01-19,Karachi,Orangi Town,14,Winter,19.6,Thursday,0,3.82
2023-01-19,Karachi,Orangi Town,17,Winter,13.5,Thursday,0,3.88
2023-01-19,Lahore,Johar Town,6,Winter,14.2,Thursday,0,4.71
2023-01-19,Lahore,Lahore Cantt,9,Winter,14.6,Thursday,0,4.12
2023-01-19,Lahore,Gulberg,10,Winter,13.2,Thursday,0,1.98
2023-01-19,Lahore,Bahria Town Lahore,13,Winter,16.4,Thursday,0,1.37
2023-01-19,Peshawar,Peshawar Saddar,7,Winter,13.0,Thursday,0,5.71
2023-01-19,Peshawar,Dalazak Road,21,Winter,17.2,Thursday,0,9.61
2023-01-19,Quetta,Jinnah Town,1,Winter,13.7,Thursday,0,0.43
2023-01-19,Quetta,Prince Road,5,Winter,10.7,Thursday,0,2.25
2023-01-19,Quetta,Hazara Town,10,Winter,14.8,Thursday,0,6.14
2023-01-20,Karachi,Malir,20,Winter,19.3,Friday,0,5.68
2023-01-20,Quetta,Nawa Killi,12,Winter,6.2,Friday,0,6.89
2023-01-20,Quetta,Satellite Town Quetta,20,Winter,3.1,Friday,0,6.89
2023-01-21,Islamabad,Blue Area,11,Winter,9.1,Saturday,1,0.61
2023-01-21,Islamabad,G-11,21,Winter,15.9,Saturday,1,2.67
2023-01-21,Lahore,Johar Town,5,Winter,14.0,Saturday,1,1.55
2023-01-21,Lahore,Model Town,8,Winter,15.1,Saturday,1,2.06
2023-01-21,Lahore,Lahore Cantt,12,Winter,14.7,Saturday,1,3.38
2023-01-21,Lahore,Lahore Cantt,15,Winter,13.0,Saturday,1,2.75
2023-01-21,Peshawar,Peshawar Saddar,1,Winter,13.9,Saturday,1,1.2
2023-01-21,Quetta,Prince Road,0,Winter,10.6,Saturday,1,1.36
2023-01-22,Islamabad,Bani Gala,23,Winter,12.0,Sunday,1,1.08
2023-01-22,Karachi,Malir,0,Winter,12.7,Sunday,1,1.47
2023-01-22,Lahore,Model Town,12,Winter,18.2,Sunday,1,1.25
2023-01-22,Lahore,Samanabad,14,Winter,18.5,Sunday,1,4.49
2023-01-22,Peshawar,Warsak Road,7,Winter,19.4,Sunday,1,5.95
2023-01-22,Quetta,Zarghoon Road,1,Winter,6.4,Sunday,1,0.04
2023-01-22,Quetta,Nawa Killi,5,Winter,9.3,Sunday,1,1.89
2023-01-22,Quetta,Hazara Town,9,Winter,7.2,Sunday,1,8.37
2023-01-22,Quetta,Prince Road,10,Winter,11.5,Sunday,1,3.36
2023-01-22,Quetta,Nawa Killi,11,Winter,6.0,Sunday,1,5.86
2023-01-23,Karachi,DHA Karachi,5,Winter,12.4,Monday,0,0.4
2023-01-23,Peshawar,Peshawar Cantt,2,Winter,18.0,Monday,0,2.11
2023-01-23,Peshawar,Peshawar Saddar,16,Winter,11.2,Monday,0,3.48
2023-01-23,Quetta,Satellite Town Quetta,21,Winter,9.1,Monday,0,6.78
2023-01-24,Islamabad,Bahria Town Islamabad,0,Winter,13.7,Tuesday,0,0.51
2023-01-24,Lahore,Model Town,14,Winter,15.3,Tuesday,0,1.53
2023-01-24,Peshawar,Peshawar Cantt,16,Winter,12.7,Tuesday,0,2.32
2023-01-24,Quetta,Sariab Road,15,Winter,10.7,Tuesday,0,6.28
2023-01-25,Islamabad,G-13,18,Winter,8.8,Wednesday,0,3.94
2023-01-25,Islamabad,Blue Area,19,Winter,9.6,Wednesday,0,1.11
2023-01-25,Karachi,Saddar,8,Winter,16.9,Wednesday,0,3.08
2023-01-25,Karachi,SITE Area,9,Winter,14.7,Wednesday,0,4.55
2023-01-25,Karachi,Lyari,11,Winter,14.9,Wednesday,0,3.74
2023-01-25,Lahore,Samanabad,12,Winter,14.6,Wednesday,0,4.06
2023-01-25,Peshawar,Warsak Road,3,Winter,10.6,Wednesday,0,3.23
2023-01-25,Peshawar,Peshawar Cantt,7,Winter,9.8,Wednesday,0,2.9
2023-01-25,Peshawar,Dalazak Road,9,Winter,14.0,Wednesday,0,8.05
2023-01-25,Peshawar,Hayatabad,11,Winter,12.5,Wednesday,0,2.6
2023-01-25,Peshawar,Karkhano Market,14,Winter,12.7,Wednesday,0,5.42
2023-01-25,Peshawar,Karkhano Market,22,Winter,11.4,Wednesday,0,10.92
2023-01-25,Quetta,Jinnah Town,10,Winter,9.1,Wednesday,0,2.61
2023-01-26,Islamabad,F-8,7,Winter,12.7,Thursday,0,0.86
2023-01-26,Islamabad,G-11,14,Winter,11.3,Thursday,0,0.55
2023-01-26,Islamabad,Blue Area,20,Winter,8.7,Thursday,0,1.91
2023-01-26,Islamabad,F-10,20,Winter,12.8,Thursday,0,1.6
2023-01-26,Karachi,Malir,13,Winter,10.7,Thursday,0,3.31
2023-01-26,Lahore,DHA Lahore,9,Winter,9.6,Thursday,0,3.84
2023-01-26,Lahore,Johar Town,23,Winter,11.0,Thursday,0,2.73
2023-01-26,Peshawar,Peshawar Cantt,4,Winter,15.6,Thursday,0,0.83
2023-01-26,Peshawar,Peshawar Saddar,10,Winter,15.4,Thursday,0,3.87
2023-01-26,Peshawar,Warsak Road,15,Winter,10.6,Thursday,0,5.22
2023-01-26,Quetta,Quetta Cantt,13,Winter,8.4,Thursday,0,2.62
2023-01-27,Islamabad,Bani Gala,11,Winter,14.4,Friday,0,1.91
2023-01-27,Karachi,Gulshan-e-Iqbal,14,Winter,13.4,Friday,0,2.23
2023-01-27,Lahore,Johar Town,2,Winter,13.7,Friday,0,0.87
2023-01-27,Peshawar,Gulbahar,1,Winter,11.1,Friday,0,1.87
2023-01-27,Peshawar,Peshawar Cantt,9,Winter,16.5,Friday,0,3.07
2023-01-27,Peshawar,Peshawar Saddar,11,Winter,12.9,Friday,0,3.71
2023-01-27,Quetta,Sariab Road,13,Winter,5.9,Friday,0,6.52
2023-01-27,Quetta,Nawa Killi,19,Winter,5.7,Friday,0,10.72
2023-01-28,Islamabad,G-13,23,Winter,15.4,Saturday,1,1.71
2023-01-28,Karachi,DHA Karachi,3,Winter,16.0,Saturday,1,0.36
2023-01-28,Lahore,Allama Iqbal Town,1,Winter,16.1,Saturday,1,0.62
2023-01-28,Lahore,Johar Town,1,Winter,14.5,Saturday,1,0.77
2023-01-28,Lahore,Allama Iqbal Town,6,Winter,13.4,Saturday,1,4.39
2023-01-28,Lahore,Lahore Cantt,19,Winter,13.0,Saturday,1,5.14
2023-01-28,Quetta,Satellite Town Quetta,19,Winter,12.5,Saturday,1,6.22
2023-01-29,Islamabad,Blue Area,10,Winter,13.3,Sunday,1,0.58
2023-01-29,Islamabad,I-8,21,Winter,12.6,Sunday,1,2.36
2023-01-29,Karachi,DHA Karachi,4,Winter,15.1,Sunday,1,0.22
2023-01-29,Peshawar,University Town,1,Winter,12.5,Sunday,1,1.32
2023-01-29,Peshawar,Hayatabad,7,Winter,15.5,Sunday,1,3.02
2023-01-29,Peshawar,Peshawar Cantt,8,Winter,16.0,Sunday,1,2.67
2023-01-29,Peshawar,Warsak Road,9,Winter,8.1,Sunday,1,6.85
2023-01-29,Peshawar,Hayatabad,12,Winter,14.3,Sunday,1,1.4
2023-01-29,Peshawar,University Town,16,Winter,9.3,Sunday,1,1.33
2023-01-29,Peshawar,Warsak Road,19,Winter,9.9,Sunday,1,8.42
2023-01-29,Peshawar,Karkhano Market,22,Winter,12.2,Sunday,1,8.62
2023-01-29,Quetta,Prince Road,0,Winter,13.0,Sunday,1,1.73
2023-01-29,Quetta,Zarghoon Road,13,Winter,8.3,Sunday,1,1.44
2023-01-30,Islamabad,Bahria Town Islamabad,6,Winter,13.5,Monday,0,1.28
2023-01-30,Islamabad,I-8,15,Winter,12.6,Monday,0,1.16
2023-01-30,Karachi,Nazimabad,5,Winter,14.9,Monday,0,0.81
2023-01-30,Lahore,DHA Lahore,0,Winter,15.8,Monday,0,1.07
2023-01-30,Lahore,Lahore Cantt,18,Winter,19.9,Monday,0,5.2
2023-01-30,Lahore,Wapda Town,20,Winter,10.9,Monday,0,5.25
2023-01-30,Peshawar,Hayatabad,4,Winter,14.1,Monday,0,0.42
2023-01-30,Peshawar,Peshawar Cantt,7,Winter,13.7,Monday,0,3.19
2023-01-30,Peshawar,Peshawar Cantt,12,Winter,8.1,Monday,0,2.55
2023-01-31,Islamabad,DHA Islamabad,23,Winter,8.8,Tuesday,0,1.09
2023-01-31,Lahore,Samanabad,2,Winter,15.7,Tuesday,0,1.76
2023-01-31,Lahore,Samanabad,3,Winter,16.1,Tuesday,0,2.44
2023-01-31,Peshawar,Warsak Road,5,Winter,14.6,Tuesday,0,2.38
2023-01-31,Peshawar,University Town,19,Winter,15.7,Tuesday,0,3.54
2023-02-01,Lahore,Allama Iqbal Town,1,Winter,15.2,Wednesday,0,1.57
2023-02-01,Lahore,Lahore Cantt,21,Winter,10.6,Wednesday,0,6.15
2023-02-01,Peshawar,Dalazak Road,4,Winter,12.0,Wednesday,0,2.59
2023-02-01,Peshawar,Hayatabad,16,Winter,12.0,Wednesday,0,1.86
2023-02-01,Peshawar,Gulbahar,17,Winter,12.8,Wednesday,0,3.02
2023-02-01,Quetta,Jinnah Town,0,Winter,7.7,Wednesday,0,1.04
2023-02-01,Quetta,Jinnah Town,8,Winter,14.2,Wednesday,0,3.13
2023-02-01,Quetta,Prince Road,11,Winter,8.7,Wednesday,0,3.98
2023-02-01,Quetta,Prince Road,17,Winter,9.5,Wednesday,0,3.85
2023-02-02,Karachi,Lyari,8,Winter,14.8,Thursday,0,4.68
2023-02-02,Karachi,Gulistan-e-Johar,8,Winter,14.5,Thursday,0,3.07
2023-02-02,Lahore,Lahore Cantt,8,Winter,11.5,Thursday,0,4.48
2023-02-02,Lahore,Lahore Cantt,9,Winter,13.0,Thursday,0,4.71
2023-02-02,Quetta,Prince Road,18,Winter,10.1,Thursday,0,7.16
2023-02-03,Islamabad,I-8,3,Winter,16.2,Friday,0,0.7
2023-02-03,Karachi,Saddar,0,Winter,13.0,Friday,0,0.35
2023-02-03,Karachi,DHA Karachi,4,Winter,12.5,Friday,0,0.0
2023-02-03,Lahore,DHA Lahore,3,Winter,6.9,Friday,0,1.3
2023-02-03,Lahore,Samanabad,14,Winter,13.4,Friday,0,4.27
2023-02-03,Peshawar,Hayatabad,10,Winter,14.0,Friday,0,2.71
2023-02-03,Peshawar,University Town,16,Winter,12.9,Friday,0,2.22
2023-02-03,Peshawar,University Town,18,Winter,11.5,Friday,0,3.62
2023-02-03,Quetta,Hazara Town,12,Winter,10.0,Friday,0,6.22
2023-02-04,Islamabad,G-11,22,Winter,9.9,Saturday,1,2.26
2023-02-04,Karachi,Clifton,7,Winter,14.4,Saturday,1,1.74
2023-02-04,Lahore,Allama Iqbal Town,6,Winter,10.1,Saturday,1,3.28
2023-02-04,Lahore,Wapda Town,11,Winter,15.4,Saturday,1,2.94
2023-02-04,Lahore,Wapda Town,12,Winter,12.1,Saturday,1,2.63
2023-02-04,Lahore,Lahore Cantt,17,Winter,18.1,Saturday,1,3.2
2023-02-04,Peshawar,Karkhano Market,6,Winter,11.6,Saturday,1,6.74
2023-02-04,Quetta,Prince Road,15,Winter,7.5,Saturday,1,3.57
2023-02-05,Islamabad,Bani Gala,18,Winter,9.8,Sunday,1,2.67
2023-02-05,Islamabad,G-11,22,Winter,8.7,Sunday,1,2.26
2023-02-05,Karachi,Saddar,23,Winter,15.1,Sunday,1,1.44
2023-02-05,Lahore,DHA Lahore,21,Winter,13.3,Sunday,1,2.73
2023-02-05,Quetta,Jinnah Town,9,Winter,13.1,Sunday,1,3.19
2023-02-06,Islamabad,G-11,0,Winter,10.2,Monday,0,0.8
2023-02-06,Islamabad,DHA Islamabad,3,Winter,12.6,Monday,0,0.0
2023-02-06,Islamabad,F-8,7,Winter,12.0,Monday,0,1.01
2023-02-06,Karachi,Saddar,15,Winter,13.9,Monday,0,2.75
2023-02-06,Quetta,Hazara Town,17,Winter,3.9,Monday,0,5.95
2023-02-07,Islamabad,Bani Gala,20,Winter,11.2,Tuesday,0,2.51
2023-02-07,Islamabad,G-11,22,Winter,13.3,Tuesday,0,1.63
2023-02-07,Karachi,Nazimabad,5,Winter,14.7,Tuesday,0,0.76
2023-02-07,Lahore,Samanabad,3,Winter,13.6,Tuesday,0,2.17
2023-02-07,Lahore,Gulberg,11,Winter,15.1,Tuesday,0,2.08
2023-02-07,Peshawar,Peshawar Cantt,0,Winter,16.0,Tuesday,0,0.25
2023-02-07,Peshawar,Warsak Road,22,Winter,10.6,Tuesday,0,9.86
2023-02-07,Quetta,Zarghoon Road,7,Winter,14.2,Tuesday,0,3.35
2023-02-07,Quetta,Nawa Killi,23,Winter,9.7,Tuesday,0,6.61
2023-02-08,Lahore,DHA Lahore,21,Winter,15.5,Wednesday,0,3.73
2023-02-08,Peshawar,University Town,14,Winter,13.5,Wednesday,0,2.68
2023-02-08,Quetta,Jinnah Town,11,Winter,13.9,Wednesday,0,2.41
2023-02-09,Islamabad,G-11,17,Winter,14.4,Thursday,0,1.43
2023-02-09,Karachi,Malir,4,Winter,15.1,Thursday,0,0.91
2023-02-09,Karachi,Saddar,14,Winter,11.5,Thursday,0,2.57
2023-02-09,Karachi,Korangi,17,Winter,19.0,Thursday,0,3.4
2023-02-09,Karachi,Nazimabad,21,Winter,16.2,Thursday,0,3.69
2023-02-09,Lahore,Model Town,8,Winter,12.3,Thursday,0,2.61
2023-02-09,Peshawar,Peshawar Cantt,16,Winter,14.6,Thursday,0,2.69
2023-02-09,Quetta,Satellite Town Quetta,0,Winter,10.6,Thursday,0,0.99
2023-02-09,Quetta,Prince Road,7,Winter,5.1,Thursday,0,5.42
2023-02-10,Islamabad,G-13,1,Winter,5.9,Friday,0,0.81
2023-02-10,Islamabad,Bahria Town Islamabad,12,Winter,14.6,Friday,0,1.05
2023-02-10,Islamabad,F-8,18,Winter,11.3,Friday,0,0.99
2023-02-10,Lahore,Samanabad,0,Winter,19.0,Friday,0,2.02
2023-02-10,Lahore,Gulberg,1,Winter,11.8,Friday,0,1.14
2023-02-10,Lahore,Johar Town,2,Winter,11.7,Friday,0,1.31
2023-02-10,Lahore,Bahria Town Lahore,13,Winter,15.0,Friday,0,1.0
2023-02-10,Lahore,Bahria Town Lahore,14,Winter,16.1,Friday,0,2.65
2023-02-11,Karachi,DHA Karachi,2,Winter,18.9,Saturday,1,0.35
2023-02-11,Lahore,Allama Iqbal Town,3,Winter,12.2,Saturday,1,1.95
2023-02-11,Quetta,Jinnah Town,0,Winter,9.1,Saturday,1,1.05
2023-02-11,Quetta,Quetta Cantt,2,Winter,10.2,Saturday,1,1.08
2023-02-11,Quetta,Jinnah Town,3,Winter,13.8,Saturday,1,1.48
2023-02-11,Quetta,Hazara Town,8,Winter,9.0,Saturday,1,7.71
2023-02-11,Quetta,Zarghoon Road,10,Winter,7.0,Saturday,1,1.88
2023-02-11,Quetta,Prince Road,16,Winter,8.0,Saturday,1,3.96
2023-02-12,Islamabad,E-11,14,Winter,11.1,Sunday,1,0.75
2023-02-12,Lahore,Allama Iqbal Town,22,Winter,18.2,Sunday,1,4.39
2023-02-12,Lahore,DHA Lahore,23,Winter,16.1,Sunday,1,1.11
2023-02-12,Peshawar,Hayatabad,1,Winter,14.1,Sunday,1,0.09
2023-02-12,Quetta,Jinnah Town,0,Winter,7.4,Sunday,1,0.76
2023-02-12,Quetta,Sariab Road,4,Winter,1.9,Sunday,1,2.42
2023-02-12,Quetta,Quetta Cantt,20,Winter,9.5,Sunday,1,3.91
2023-02-13,Islamabad,G-11,7,Winter,11.7,Monday,0,1.74
2023-02-13,Karachi,Clifton,6,Winter,16.4,Monday,0,2.24
2023-02-13,Lahore,Allama Iqbal Town,1,Winter,12.8,Monday,0,2.28
2023-02-13,Lahore,Lahore Cantt,6,Winter,20.1,Monday,0,4.72
2023-02-13,Peshawar,Peshawar Cantt,8,Winter,14.7,Monday,0,2.85
2023-02-13,Peshawar,University Town,10,Winter,12.9,Monday,0,2.6
2023-02-13,Peshawar,Karkhano Market,15,Winter,12.7,Monday,0,5.24
2023-02-13,Quetta,Sariab Road,16,Winter,9.8,Monday,0,7.07
2023-02-14,Islamabad,Bani Gala,21,Winter,15.3,Tuesday,0,2.21
2023-02-14,Peshawar,Gulbahar,9,Winter,12.6,Tuesday,0,5.01
2023-02-15,Islamabad,G-11,15,Winter,10.6,Wednesday,0,1.17
2023-02-15,Islamabad,F-10,18,Winter,11.2,Wednesday,0,1.69
2023-02-15,Karachi,Gulshan-e-Iqbal,4,Winter,13.0,Wednesday,0,1.56
2023-02-15,Karachi,Gulshan-e-Iqbal,12,Winter,15.6,Wednesday,0,2.77
2023-02-15,Peshawar,Peshawar Saddar,14,Winter,17.0,Wednesday,0,3.37
2023-02-15,Peshawar,University Town,18,Winter,10.0,Wednesday,0,2.86
2023-02-15,Quetta,Sariab Road,4,Winter,7.8,Wednesday,0,2.97
2023-02-15,Quetta,Prince Road,11,Winter,9.1,Wednesday,0,3.48
2023-02-15,Quetta,Satellite Town Quetta,14,Winter,12.8,Wednesday,0,4.27
2023-02-15,Quetta,Satellite Town Quetta,16,Winter,8.3,Wednesday,0,4.27
2023-02-15,Quetta,Prince Road,17,Winter,13.7,Wednesday,0,4.67
2023-02-16,Islamabad,F-8,12,Winter,11.8,Thursday,0,0.82
2023-02-16,Islamabad,Bahria Town Islamabad,16,Winter,9.9,Thursday,0,0.58
2023-02-16,Lahore,Gulberg,19,Winter,14.6,Thursday,0,3.69
2023-02-16,Peshawar,University Town,15,Winter,14.5,Thursday,0,2.04
2023-02-16,Quetta,Hazara Town,3,Winter,7.0,Thursday,0,3.0
2023-02-16,Quetta,Sariab Road,4,Winter,7.2,Thursday,0,2.65
2023-02-16,Quetta,Sariab Road,14,Winter,13.0,Thursday,0,6.35
2023-02-16,Quetta,Quetta Cantt,23,Winter,7.9,Thursday,0,2.0
2023-02-17,Karachi,Gulistan-e-Johar,18,Winter,14.1,Friday,0,4.1
2023-02-17,Lahore,Johar Town,6,Winter,16.8,Friday,0,3.81
2023-02-17,Peshawar,Hayatabad,2,Winter,17.7,Friday,0,0.82
2023-02-17,Peshawar,Peshawar Saddar,19,Winter,10.5,Friday,0,5.81
2023-02-17,Quetta,Prince Road,19,Winter,12.1,Friday,0,7.25
2023-02-18,Islamabad,Bahria Town Islamabad,3,Winter,12.3,Saturday,1,0.34
2023-02-18,Islamabad,Bahria Town Islamabad,14,Winter,13.4,Saturday,1,1.09
2023-02-18,Islamabad,G-11,23,Winter,8.9,Saturday,1,0.56
2023-02-18,Karachi,SITE Area,7,Winter,12.0,Saturday,1,4.55
2023-02-18,Karachi,Saddar,7,Winter,14.4,Saturday,1,2.98
2023-02-18,Karachi,DHA Karachi,18,Winter,14.5,Saturday,1,1.79
2023-02-18,Peshawar,Hayatabad,15,Winter,13.2,Saturday,1,1.63
2023-02-18,Peshawar,Peshawar Cantt,17,Winter,13.0,Saturday,1,1.9
2023-02-18,Quetta,Quetta Cantt,10,Winter,10.8,Saturday,1,3.02
2023-02-18,Quetta,Prince Road,13,Winter,9.1,Saturday,1,3.3
2023-02-19,Islamabad,DHA Islamabad,13,Winter,11.6,Sunday,1,0.81
2023-02-19,Islamabad,G-13,22,Winter,11.5,Sunday,1,3.51
2023-02-19,Karachi,SITE Area,23,Winter,15.6,Sunday,1,3.57
2023-02-19,Peshawar,Gulbahar,0,Winter,15.7,Sunday,1,2.17
2023-02-19,Peshawar,University Town,7,Winter,12.4,Sunday,1,2.25
2023-02-19,Quetta,Sariab Road,1,Winter,7.2,Sunday,1,1.7
2023-02-20,Karachi,Orangi Town,17,Winter,15.6,Monday,0,4.15
2023-02-20,Lahore,DHA Lahore,4,Winter,14.3,Monday,0,0.51
2023-02-20,Peshawar,Gulbahar,2,Winter,12.8,Monday,0,2.47
2023-02-20,Quetta,Quetta Cantt,22,Winter,9.6,Monday,0,3.51
2023-02-21,Islamabad,F-10,21,Winter,12.2,Tuesday,0,1.7
2023-02-21,Karachi,Malir,0,Winter,11.6,Tuesday,0,1.72
2023-02-21,Karachi,Nazimabad,0,Winter,13.6,Tuesday,0,1.62
2023-02-21,Lahore,Gulberg,13,Winter,13.4,Tuesday,0,2.02
2023-02-21,Peshawar,Dalazak Road,6,Winter,15.0,Tuesday,0,7.57
2023-02-21,Peshawar,Dalazak Road,20,Winter,13.1,Tuesday,0,9.81
2023-02-21,Peshawar,University Town,20,Winter,13.3,Tuesday,0,3.24
2023-02-21,Peshawar,Peshawar Cantt,22,Winter,10.8,Tuesday,0,3.87
2023-02-21,Quetta,Nawa Killi,7,Winter,10.4,Tuesday,0,9.53
2023-02-22,Lahore,Gulberg,8,Winter,15.3,Wednesday,0,2.84
2023-02-22,Peshawar,Dalazak Road,20,Winter,14.7,Wednesday,0,9.71
2023-02-23,Islamabad,G-13,0,Winter,9.3,Thursday,0,0.55
2023-02-23,Islamabad,I-8,21,Winter,16.2,Thursday,0,2.65
2023-02-23,Karachi,DHA Karachi,12,Winter,13.0,Thursday,0,0.9
2023-02-23,Karachi,Korangi,13,Winter,11.2,Thursday,0,2.85
2023-02-23,Karachi,Korangi,20,Winter,14.2,Thursday,0,5.8
2023-02-23,Lahore,Gulberg,9,Winter,14.4,Thursday,0,2.51
2023-02-23,Lahore,Johar Town,20,Winter,11.2,Thursday,0,4.49
2023-02-23,Peshawar,Warsak Road,9,Winter,11.6,Thursday,0,7.96
2023-02-24,Islamabad,F-10,11,Winter,9.6,Friday,0,0.45
2023-02-24,Islamabad,Bahria Town Islamabad,20,Winter,11.0,Friday,0,1.43
2023-02-24,Karachi,Nazimabad,17,Winter,14.5,Friday,0,1.86
2023-02-24,Lahore,Lahore Cantt,17,Winter,14.1,Friday,0,3.1
2023-02-24,Quetta,Satellite Town Quetta,19,Winter,11.6,Friday,0,7.2
2023-02-24,Quetta,Satellite Town Quetta,21,Winter,7.6,Friday,0,6.82
2023-02-25,Islamabad,Bani Gala,15,Winter,10.9,Saturday,1,1.22
2023-02-25,Karachi,Nazimabad,1,Winter,13.5,Saturday,1,0.85
2023-02-25,Karachi,Clifton,21,Winter,16.7,Saturday,1,1.67
2023-02-25,Lahore,Johar Town,11,Winter,9.1,Saturday,1,2.68
